ID,Brood Modification Strategy,Worker Modification Strategy,MarNrMatings,PopSize,Queen's initial energy,Queen's initial speed,Speed reduction factor,Energy reduction amount,Probability to mate drone threshold,Fitness values,Number of iterations,Duration,kCal,Carbohydrates,Proteins,Fats,VitA,VitB,VitC,VitD,Calcium,Iron,Sodium,Breakfast,Lunch,Dinner,Snack1,Snack2,Cost,Delivery time
20150609_123848,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9109784960746765,39,127,2802.4844,290.12793,136.02336,125.43625,1128.0214,2.5521274,99.34846,5.1878095,638.802,20.273376,3448.3608,MenuId: 1 Starter: -no starter MainCourse: 1274 - Tuna Burger  Desert: 1011 - Cinnamon roll  Cost: 32.0 DeliveryTime(min): 30,MenuId: 22058 Starter: 3064 - Arnaud's Sweet Potato and Andouille Soup  MainCourse: 3008 - Apricot Pork Medallions  Desert: 5013 - Ambrosia Sorbet  Cost: 11.0 DeliveryTime(min): 40,MenuId: 36992 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 5004 - A Mold of Roquefort  Desert: 1007 - Chocolate Fudge  Cost: 13.0 DeliveryTime(min): 60,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,78.0,50.2
20150609_123956,Simple Crossover,[Simulated Annealing],15,20,100,100,0.9,5.0,0.05,0.8880841135978699,39,308,2749.5522,275.67215,160.86333,115.90233,977.8346,3.2011728,89.44208,1.918615,731.2336,19.331223,3934.5688,MenuId: 38 Starter: -no starter MainCourse: 3078 - Aromatic Green Casserole  Desert: 3013 - Apricot Sour Cream Pie  Cost: 14.0 DeliveryTime(min): 84,MenuId: 27343 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3091 - Arroz Colonial  Desert: 1254 - Beef Stroganoff  Cost: 22.0 DeliveryTime(min): 20,MenuId: 36771 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3090 - Arroz Caliente  Desert: 1000 - Lemon bars  Cost: 26.0 DeliveryTime(min): 41,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,84.0,53.2
20150609_123958,Simple Crossover,[Simulated Annealing],15,20,100,100,0.9,5.0,0.05,0.8991258144378662,64,320,4047.041,348.89264,235.5984,192.40474,1148.5763,4.5460854,123.99435,5.705549,807.77606,29.231752,4155.367,MenuId: 10 Starter: -no starter MainCourse: 3030 - Argentinian Cheeseburger Sandwich  Desert: 3013 - Apricot Sour Cream Pie  Cost: 20.0 DeliveryTime(min): 48,MenuId: 29300 Starter: 3112 - Artichoke and Oyster Soup  MainCourse: 3015 - Apricot Sweet and Sour Pork  Desert: 3009 - Apricot Rice Pudding  Cost: 11.0 DeliveryTime(min): 22,MenuId: 36807 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3094 - Arroz Con Leche De Coco  Desert: 5012 - Amazing Orange-Vanilla Cake Roll  Cost: 16.0 DeliveryTime(min): 77,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,69.0,53.6
20150609_123959,Simple Crossover,[Simulated Annealing],15,20,100,100,0.9,5.0,0.05,0.8932256698608398,39,188,3563.7332,294.1344,214.39047,169.01068,1019.188,4.0098963,115.29828,4.17639,822.8585,29.705385,3271.074,MenuId: 11 Starter: -no starter MainCourse: 3030 - Argentinian Cheeseburger Sandwich  Desert: 3019 - Apricot Whole Wheat Crepes  Cost: 28.0 DeliveryTime(min): 36,MenuId: 26504 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3060 - Armenian Vermicelli Pilaf  Desert: 3000 - Apricot Nectar Salad  Cost: 13.0 DeliveryTime(min): 71,MenuId: 36742 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3087 - Arroz Amarillo Con Camarones  Desert: 1007 - Chocolate Fudge  Cost: 15.0 DeliveryTime(min): 28,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37379 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 60,78.0,58.8
20150609_123959,Simple Crossover,[Simulated Annealing],15,20,100,100,0.9,5.0,0.05,0.8789122700691223,22,99,2979.592,341.19525,166.00981,108.83004,1086.1333,3.807413,158.4715,5.426847,657.8899,19.884912,3567.6694,MenuId: 42 Starter: -no starter MainCourse: 3086 - Arroz a la Mexicana  Desert: 3013 - Apricot Sour Cream Pie  Cost: 10.0 DeliveryTime(min): 40,MenuId: 28684 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 1278 - Peach Pork Saute with 5000 - A_Better_Banana_Bread;_Low_Fat Desert: 3093 - Arroz Con Leche  Cost: 29.0 DeliveryTime(min): 41,MenuId: 36668 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3078 - Aromatic Green Casserole  Desert: 5013 - Ambrosia Sorbet  Cost: 25.0 DeliveryTime(min): 44,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,86.0,49.2
20150609_124001,Simple Crossover,[Simulated Annealing],15,20,100,100,0.9,5.0,0.05,0.9159625768661499,119,854,2267.3938,275.479,101.43621,90.34352,1076.2197,2.4041955,80.517006,1.9309781,377.5459,14.469629,2957.9546,MenuId: 49 Starter: -no starter MainCourse: 3089 - Arroz Bianco  Desert: 1011 - Cinnamon roll  Cost: 21.0 DeliveryTime(min): 42,MenuId: 26843 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3073 - Aromataic Cannellini Beans  Desert: 3013 - Apricot Sour Cream Pie  Cost: 15.0 DeliveryTime(min): 26,MenuId: 36461 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3056 - Armenian Rice  Desert: 1000 - Lemon bars  Cost: 13.0 DeliveryTime(min): 67,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,71.0,51.2
20150609_124002,Simple Crossover,[Simulated Annealing],15,20,100,100,0.9,5.0,0.05,0.8803159594535828,25,95,3777.1714,302.7962,157.3929,220.72058,767.4603,2.7952497,159.63368,3.2983625,652.3965,21.677885,11869.935,MenuId: 8 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: 3042 - Arkansas German Baked Pancake  Cost: 12.0 DeliveryTime(min): 71,MenuId: 17297 Starter: 3048 - Armenian Barley and Yoghurt Soup  MainCourse: 1127 - Garlic Chicken with 5003 - A Dilly-Of-An-Onion Bread Desert: 3005 - Apricot Pear Tart  Cost: 17.0 DeliveryTime(min): 91,MenuId: 36500 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3059 - Armenian Style Zucchini  Desert: 5016 - Amor Frio (Cold Love) - Wheat-Free Recipe  Cost: 10.0 DeliveryTime(min): 34,MenuId: 37382 Starter: -no starter MainCourse: 5010 - Amaranth; Fig and Arugula Salad W/sesame Dres  Desert: - no desert  Cost: 27.0 DeliveryTime(min): 30,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,78.0,49.6
20150609_124004,Simple Crossover,[Simulated Annealing],15,20,100,100,0.9,5.0,0.05,0.8971023559570312,49,198,3429.9302,334.3828,201.46132,140.66022,1171.4031,4.247584,107.85786,7.381553,780.134,25.890076,4519.388,MenuId: 1 Starter: -no starter MainCourse: 1274 - Tuna Burger  Desert: 1011 - Cinnamon roll  Cost: 19.0 DeliveryTime(min): 62,MenuId: 4325 Starter: 3025 - Arcadian Garlic Soup  MainCourse: 3027 - Ardshane House Irish Stew  Desert: 3104 - Arroz Dulce  Cost: 12.0 DeliveryTime(min): 46,MenuId: 37106 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 1269 - Herbed Pork Cutlets with 1131 - Rice Pilaf Desert: 5011 - Amaretto Apples with Meringue  Cost: 20.0 DeliveryTime(min): 46,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,73.0,55.0
20150609_124005,Simple Crossover,[Simulated Annealing],15,20,100,100,0.9,5.0,0.05,0.8915518522262573,50,202,4163.332,430.5046,250.8678,163.69965,1322.2849,5.820352,175.59225,9.350341,919.9056,31.222733,4179.9404,MenuId: 2 Starter: -no starter MainCourse: 1274 - Tuna Burger  Desert: 3013 - Apricot Sour Cream Pie  Cost: 22.0 DeliveryTime(min): 47,MenuId: 22279 Starter: 3064 - Arnaud's Sweet Potato and Andouille Soup  MainCourse: 3026 - Arcadian Shepherd's Pie  Desert: 3007 - Apricot Pineapple Cake  Cost: 15.0 DeliveryTime(min): 31,MenuId: 37253 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 1278 - Peach Pork Saute with 1131 - Rice Pilaf Desert: 1031 - Vegetable Chilli  Cost: 10.0 DeliveryTime(min): 21,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37388 Starter: -no starter MainCourse: 1147 - Praline Cookies with 5005 - A Taste of Thailand Desert: - no desert  Cost: 15.0 DeliveryTime(min): 61,72.0,51.8
20150609_124006,Simple Crossover,[Simulated Annealing],15,20,100,100,0.9,5.0,0.05,0.9000399112701416,49,194,2598.8804,228.68396,188.91325,106.94822,1322.6301,4.5250254,93.2307,5.26454,681.4958,20.027466,2819.1924,MenuId: 75 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: 3019 - Apricot Whole Wheat Crepes  Cost: 15.0 DeliveryTime(min): 29,MenuId: 25671 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3014 - Apricot Stuffed Chicken Breasts  Desert: 3010 - Apricot Salad  Cost: 21.0 DeliveryTime(min): 77,MenuId: 36542 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3066 - Arni Fricasse  Desert: 1007 - Chocolate Fudge  Cost: 19.0 DeliveryTime(min): 31,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,77.0,51.6
20150609_124007,Simple Crossover,[Simulated Annealing],15,20,100,100,0.9,5.0,0.05,0.8970947265625,75,295,3336.851,310.8899,200.43486,145.31883,1400.7261,3.4530878,92.03789,7.9533052,801.1875,29.366566,4856.277,MenuId: 1 Starter: -no starter MainCourse: 1274 - Tuna Burger  Desert: 1011 - Cinnamon roll  Cost: 18.0 DeliveryTime(min): 45,MenuId: 29611 Starter: 3112 - Artichoke and Oyster Soup  MainCourse: 3031 - Ariel's Peppercorn Steak (Or Steak Au Poivre)  Desert: 3051 - Armenian In-Law Dessert  Cost: 20.0 DeliveryTime(min): 34,MenuId: 36205 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3008 - Apricot Pork Medallions  Desert: 1254 - Beef Stroganoff  Cost: 11.0 DeliveryTime(min): 64,MenuId: 37379 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 60,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,73.0,45.0
20150609_124007,Simple Crossover,[Simulated Annealing],15,20,100,100,0.9,5.0,0.05,0.9007256031036377,50,192,2523.529,303.3983,133.96832,91.38085,1152.0367,2.709912,140.29132,2.8116567,505.21524,18.353584,3114.6047,MenuId: 6 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: 3013 - Apricot Sour Cream Pie  Cost: 16.0 DeliveryTime(min): 56,MenuId: 28765 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 5008 - Aloha Chicken with 1131 - Rice Pilaf Desert: 3019 - Apricot Whole Wheat Crepes  Cost: 12.0 DeliveryTime(min): 51,MenuId: 36729 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3085 - Arrabbiata-Style Spagheti  Desert: 5014 - Amish Sugar Cookies  Cost: 21.0 DeliveryTime(min): 34,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37379 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 60,73.0,44.6
20150609_124008,Simple Crossover,[Simulated Annealing],15,20,100,100,0.9,5.0,0.05,0.9047622680664062,43,188,2726.8535,321.98352,135.89168,101.852165,1239.644,2.7863622,109.99651,6.595323,621.58417,19.953995,3420.4849,MenuId: 84 Starter: -no starter MainCourse: 3108 - Artichoke and Cherry Tomato Tarts  Desert: 3042 - Arkansas German Baked Pancake  Cost: 20.0 DeliveryTime(min): 27,MenuId: 27595 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3100 - Arroz De Bacalhau  Desert: 3019 - Apricot Whole Wheat Crepes  Cost: 19.0 DeliveryTime(min): 38,MenuId: 36566 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3068 - Arni Lemonato  Desert: 5011 - Amaretto Apples with Meringue  Cost: 17.0 DeliveryTime(min): 30,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,78.0,43.2
20150609_124009,Simple Crossover,[Simulated Annealing],15,20,100,100,0.9,5.0,0.05,0.8883474469184875,31,129,2767.9731,303.0976,192.18666,92.70735,1182.4115,2.7583387,109.515175,4.606617,719.4005,33.537746,4004.0974,MenuId: 2 Starter: -no starter MainCourse: 1274 - Tuna Burger  Desert: 3013 - Apricot Sour Cream Pie  Cost: 22.0 DeliveryTime(min): 47,MenuId: 30471 Starter: 3112 - Artichoke and Oyster Soup  MainCourse: 3074 - Aromatic and Crispy Duck  Desert: 3010 - Apricot Salad  Cost: 27.0 DeliveryTime(min): 80,MenuId: 36479 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3057 - Armenian Rice Pilaf  Desert: 5014 - Amish Sugar Cookies  Cost: 10.0 DeliveryTime(min): 23,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37379 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 60,83.0,46.4
20150609_124010,Simple Crossover,[Simulated Annealing],15,20,100,100,0.9,5.0,0.05,0.8859646320343018,31,133,3379.288,322.306,162.4735,164.86836,1080.4054,3.200904,222.48727,3.77199,815.347,22.391914,3214.374,MenuId: 42 Starter: -no starter MainCourse: 3086 - Arroz a la Mexicana  Desert: 3013 - Apricot Sour Cream Pie  Cost: 10.0 DeliveryTime(min): 40,MenuId: 27038 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3079 - Aromatic Lamb  Desert: 5013 - Ambrosia Sorbet  Cost: 30.0 DeliveryTime(min): 49,MenuId: 36178 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 1059 - Shrimp Casserole  Desert: 5013 - Ambrosia Sorbet  Cost: 18.0 DeliveryTime(min): 36,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,80.0,49.2
20150609_124011,Simple Crossover,[Simulated Annealing],15,20,100,100,0.9,5.0,0.05,0.8963332772254944,50,216,3005.1362,306.8034,179.94618,121.105,1099.7595,4.115015,130.48035,6.519797,637.1841,23.02626,3729.2104,MenuId: 28 Starter: -no starter MainCourse: 3053 - Armenian Potato Salad with Red Onions and Green Pepper  Desert: 3042 - Arkansas German Baked Pancake  Cost: 11.0 DeliveryTime(min): 23,MenuId: 28238 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 1269 - Herbed Pork Cutlets with 5000 - A_Better_Banana_Bread;_Low_Fat Desert: 5013 - Ambrosia Sorbet  Cost: 25.0 DeliveryTime(min): 29,MenuId: 37282 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 1278 - Peach Pork Saute with 5003 - A Dilly-Of-An-Onion Bread Desert: 1007 - Chocolate Fudge  Cost: 20.0 DeliveryTime(min): 23,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,78.0,39.2
20150609_124011,Simple Crossover,[Simulated Annealing],15,20,100,100,0.9,5.0,0.05,0.8859745860099792,37,154,3212.3462,278.33255,220.12206,137.77136,1340.0638,4.741601,87.06177,6.236516,1084.2034,21.344135,6520.8447,MenuId: 15 Starter: -no starter MainCourse: 3046 - Armadillo Eggs  Desert: 3019 - Apricot Whole Wheat Crepes  Cost: 15.0 DeliveryTime(min): 31,MenuId: 16727 Starter: 3048 - Armenian Barley and Yoghurt Soup  MainCourse: 3098 - Arroz Con Pollo-Betty Crockers Red Spoon Collection  Desert: 3005 - Apricot Pear Tart  Cost: 30.0 DeliveryTime(min): 40,MenuId: 36777 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3090 - Arroz Caliente  Desert: 5012 - Amazing Orange-Vanilla Cake Roll  Cost: 11.0 DeliveryTime(min): 49,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,78.0,48.2
20150613_154451,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9177418947219849,58,402,3064.9805,331.20892,132.77469,138.71724,1218.8693,2.644447,83.291626,6.3948245,576.1102,20.804852,3099.5498,MenuId: 1 Starter: -no starter MainCourse: 1274 - Tuna Burger  Desert: 1011 - Cinnamon roll  Cost: 18.0 DeliveryTime(min): 45,MenuId: 23105 Starter: 3064 - Arnaud's Sweet Potato and Andouille Soup  MainCourse: 3068 - Arni Lemonato  Desert: 3104 - Arroz Dulce  Cost: 19.0 DeliveryTime(min): 27,MenuId: 36877 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3101 - Arroz De Huaca  Desert: 5012 - Amazing Orange-Vanilla Cake Roll  Cost: 10.0 DeliveryTime(min): 53,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,69.0,49.2
20150613_154457,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.9030712842941284,31,181,2729.498,300.80786,147.58241,112.72236,1063.0001,3.2641263,121.28411,4.604407,705.0436,20.010052,3468.9377,MenuId: 99 Starter: -no starter MainCourse: 5017 - An Irish Fry - Country Living  Desert: 3019 - Apricot Whole Wheat Crepes  Cost: 21.0 DeliveryTime(min): 20,MenuId: 26295 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3053 - Armenian Potato Salad with Red Onions and Green Pepper  Desert: 3001 - Apricot Nut Muffins  Cost: 20.0 DeliveryTime(min): 20,MenuId: 36149 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 1041 - Lasagna  Desert: 5014 - Amish Sugar Cookies  Cost: 13.0 DeliveryTime(min): 96,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,76.0,51.4
20150613_154857,Simple Crossover,[Hill Climbing],15,20,100,100,0.9,5.0,0.05,0.921643853187561,63,458,2360.318,237.92664,105.05518,116.61426,1323.3295,2.2589824,74.484695,2.67338,529.5002,13.707735,2774.7622,MenuId: 38 Starter: -no starter MainCourse: 3078 - Aromatic Green Casserole  Desert: 3013 - Apricot Sour Cream Pie  Cost: 14.0 DeliveryTime(min): 84,MenuId: 27903 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 5007 - Almost Pasta Primavera  Desert: 3063 - Arnaud's Creme Brulee  Cost: 19.0 DeliveryTime(min): 28,MenuId: 36399 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3040 - Arkansas Brown Rice  Desert: 5014 - Amish Sugar Cookies  Cost: 19.0 DeliveryTime(min): 32,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,74.0,53.0
20150613_155156,Simple Crossover,[Hill Climbing; Simulated Annealing; Simple tabu search],15,20,100,100,0.9,5.0,0.05,0.9194735288619995,42,1143,2001.8239,193.05142,116.385704,87.53736,959.4965,1.936569,110.82978,4.89689,478.40707,15.047243,3436.9897,MenuId: 6 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: 3013 - Apricot Sour Cream Pie  Cost: 16.0 DeliveryTime(min): 56,MenuId: 13427 Starter: 3045 - Arkayagan Abour (Meatball Soup)  MainCourse: 5004 - A Mold of Roquefort  Desert: 3005 - Apricot Pear Tart  Cost: 14.0 DeliveryTime(min): 44,MenuId: 36550 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3066 - Arni Fricasse  Desert: 5016 - Amor Frio (Cold Love) - Wheat-Free Recipe  Cost: 20.0 DeliveryTime(min): 39,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,72.0,52.0
20150613_155213,Simple Crossover,[Hill Climbing; Simulated Annealing; Simple tabu search],15,20,100,100,0.9,5.0,0.05,0.9168856143951416,22,503,2780.9421,314.08017,151.31523,108.54331,1194.0206,2.1909053,77.45569,3.76594,943.5434,22.116625,3527.6711,MenuId: 6 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: 3013 - Apricot Sour Cream Pie  Cost: 16.0 DeliveryTime(min): 56,MenuId: 27173 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 3085 - Arrabbiata-Style Spagheti  Desert: 3013 - Apricot Sour Cream Pie  Cost: 13.0 DeliveryTime(min): 46,MenuId: 36172 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 1059 - Shrimp Casserole  Desert: 1007 - Chocolate Fudge  Cost: 12.0 DeliveryTime(min): 65,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,MenuId: 37379 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 60,65.0,49.8
20150613_155518,Simple Crossover,[Hill Climbing; Simulated Annealing; Simple tabu search],15,20,100,100,0.9,5.0,0.05,0.9224241971969604,32,794,1998.4358,198.5185,84.45341,102.64977,1066.9265,2.0431354,85.749084,1.6259781,344.33963,13.120127,2820.62,MenuId: 37 Starter: -no starter MainCourse: 3078 - Aromatic Green Casserole  Desert: 1011 - Cinnamon roll  Cost: 32.0 DeliveryTime(min): 35,MenuId: 9797 Starter: 3039 - Ark Soup  MainCourse: 5002 - A Cauldron of Beans  Desert: 3005 - Apricot Pear Tart  Cost: 10.0 DeliveryTime(min): 23,MenuId: 36801 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3094 - Arroz Con Leche De Coco  Desert: 1000 - Lemon bars  Cost: 11.0 DeliveryTime(min): 28,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,75.0,41.4
20150613_155519,Simple Crossover,[Hill Climbing; Simulated Annealing; Simple tabu search],15,20,100,100,0.9,5.0,0.05,0.9134637713432312,22,333,2250.7974,220.78519,142.62575,93.73962,1366.9879,2.3248198,106.836136,5.787728,814.39905,16.398886,3095.313,MenuId: 73 Starter: -no starter MainCourse: 3105 - Artichoke and Asparagus Salad with Strawberry Dressing  Desert: 1011 - Cinnamon roll  Cost: 10.0 DeliveryTime(min): 85,MenuId: 25520 Starter: 3084 - Arpagyongy Kremleves  MainCourse: 1059 - Shrimp Casserole  Desert: 3009 - Apricot Rice Pudding  Cost: 15.0 DeliveryTime(min): 28,MenuId: 36468 Starter: 5015 - Amish-Style Chicken and Corn Soup  MainCourse: 3056 - Armenian Rice  Desert: 5013 - Ambrosia Sorbet  Cost: 30.0 DeliveryTime(min): 26,MenuId: 37364 Starter: -no starter MainCourse: 3011 - Apricot Shortbread Sandwiches  Desert: - no desert  Cost: 10.0 DeliveryTime(min): 99,MenuId: 37380 Starter: -no starter MainCourse: 3109 - Artichoke and Lettuce Salad  Desert: - no desert  Cost: 12.0 DeliveryTime(min): 22,77.0,52.0
